Mission,geoId/2001347200,n/a,n/a
Morrill,geoId/2048300,n/a,178
Morrill Township,geoId/2048325,n/a,n/a
Padonia,geoId/2001354025,n/a,n/a
Powhattan,geoId/2057350,n/a,255
Powhattan Township,geoId/2057375,n/a,n/a
Robinson,geoId/2060325,n/a,163
Robinson Township,geoId/2060350,n/a,n/a
Sabetha,geoId/2062025,n/a,0
Walnut,geoId/2001374875,n/a,n/a
Washington,geoId/2001375525,n/a,n/a
District 1,geoId/2811390513,n/a,2456
District 3,geoId/2811391989,n/a,3044
District 4,geoId/2811392727,n/a,3680
District 5,geoId/2811393465,n/a,2976
Owingsville,geoId/2158710,n/a,2452
Salt Lick,geoId/2168160,n/a,1411
Sharpsburg,geoId/2169852,n/a,761
Akaska,geoId/4600540,n/a,28
Glenham,geoId/4624620,n/a,51
Java,geoId/4632460,n/a,65
Lowry,geoId/4639260,n/a,4
Mobridge,geoId/4643180,n/a,1492
Selby,geoId/4658140,n/a,224
Batesville,geoId/4805924,n/a,306
Chula Vista,geoId/4814882,n/a,n/a
Chula Vista-River Spur,wikidataId/Q981059,n/a,n/a
Crystal City,geoId/4818020,n/a,2659
La Pryor,geoId/4841452,n/a,544
Loma Grande,geoId/4843458,n/a,n/a
Falcon Lake Estates,geoId/4825348,n/a,76
Medina,geoId/4847406,n/a,n/a
San Ygnacio,geoId/4865792,n/a,207
Zapata,geoId/4880716,n/a,4198
Barbourville,geoId/2103574,n/a,5423
Bryants Store,wikidataId/Q14690176,n/a,384
Corbin,geoId/2117362,n/a,3035
Dewitt,wikidataId/Q14690309,n/a,675
Flat Lick,geoId/2127730,n/a,n/a
Girdler,wikidataId/Q14690444,n/a,1229
Trosper,wikidataId/Q7846301,n/a,352
Agassiz,geoId/2707300352,n/a,n/a
Arena,geoId/2707302062,n/a,n/a
Augusta,geoId/2707302800,n/a,n/a
Baxter,geoId/2707304060,n/a,n/a
Bellingham,geoId/2704960,n/a,n/a
Bellingham,geoId/2707304960,n/a,105
Boyd,geoId/2707138,n/a,63
Camp Release,geoId/2707309550,n/a,n/a
Cerro Gordo,geoId/2707310774,n/a,n/a
Dawson,geoId/2714968,n/a,761
Freeland,geoId/2707322616,n/a,n/a
Garfield,geoId/2707323138,n/a,n/a
Hamlin,geoId/2707326774,n/a,n/a
Hantho,geoId/2707327044,n/a,n/a
Lac qui Parle,geoId/2707333848,n/a,n/a
"Lac qui Parle, Minnesota",wikidataId/Q28123348,n/a,n/a
Lake Shore,geoId/2707334946,n/a,n/a
Louisburg,geoId/2738258,n/a,21
Madison,geoId/2739266,n/a,58
Madison,geoId/2707339266,n/a,797
Madison Township,geoId/2739284,n/a,n/a
Manfred,geoId/2707339788,n/a,n/a
Marietta,geoId/2740526,n/a,97
Maxwell,geoId/2707341084,n/a,n/a
Mehurin,geoId/2707341516,n/a,n/a
Nassau,geoId/2745016,n/a,25
Perry,geoId/2707350524,n/a,n/a
Providence,geoId/2707352702,n/a,n/a
Riverside,geoId/2707354646,n/a,n/a
Ten Mile Lake,geoId/2707364408,n/a,n/a
Walter,geoId/2707367882,n/a,n/a
Yellow Bank,geoId/2707372058,n/a,n/a
Denver City,geoId/4819984,n/a,2008
Plains,geoId/4857968,n/a,668
Augusta,geoId/3003025,n/a,322
Craig,geoId/3018025,n/a,n/a
Helena,geoId/3035600,n/a,23982
Helena Valley Northeast,geoId/3035628,n/a,1176
Helena Valley Northwest,geoId/3035631,n/a,1449
Helena Valley Southeast,geoId/3035634,n/a,3010
Helena Valley West Central,geoId/3035637,n/a,3049
Helena West Side,geoId/3035640,n/a,657
Lincoln,geoId/3043675,n/a,2483
Wolf Creek,wikidataId/Q8029813,n/a,1013
Butler,geoId/3902910562,n/a,n/a
Center,geoId/3902912910,n/a,n/a
East Liverpool,geoId/3923730,n/a,4280
East Palestine,geoId/3923940,n/a,1886
East Rochester,geoId/3924024,n/a,118
Elkrun,geoId/3902924906,n/a,n/a
Fairfield,geoId/3902925998,n/a,n/a
Franklin,geoId/3902928238,n/a,n/a
Hanover,geoId/3902933264,n/a,n/a
Knox,geoId/3902940824,n/a,n/a
Liverpool,geoId/3902944226,n/a,n/a
Madison,geoId/3902946368,n/a,n/a
Middleton,geoId/3902949784,n/a,n/a
Perry,geoId/3902961798,n/a,n/a
Salem,geoId/3969834,n/a,2026
Salem Township,geoId/3969848,n/a,n/a
St. Clair,geoId/3902969512,n/a,n/a
Unity,geoId/3902978890,n/a,n/a
Washington,geoId/3902981158,n/a,n/a
Wayne,geoId/3902982138,n/a,n/a
Wellsville,wikidataId/Q1982442,n/a,1440
Wellsville,geoId/3902982740,n/a,1440
West,geoId/3902982852,n/a,n/a
Yellow Creek,geoId/3902986912,n/a,n/a
Armington,wikidataId/Q1906730,n/a,150
Boynton,geoId/1717907627,n/a,n/a
Cincinnati,geoId/1717914403,n/a,n/a
Creve Coeur,wikidataId/Q2289997,n/a,2146
Deer Creek,geoId/1718940,n/a,483
Deer Creek Township,geoId/1718953,n/a,n/a
Delavan,geoId/1719226,n/a,n/a
Delavan,geoId/1717919239,n/a,862
Delavan Township,geoId/1719239,n/a,n/a
Dillon,geoId/1717919941,n/a,n/a
Elm Grove,geoId/1717923607,n/a,n/a
Fondulac,geoId/1717926636,n/a,n/a
Green Valley,wikidataId/Q2183052,n/a,293
Groveland,wikidataId/Q5611484,n/a,7741
Groveland Township,geoId/1731940,n/a,n/a
Hittle,geoId/1717935359,n/a,n/a
Hopedale,geoId/1736126,n/a,726
Hopedale Township,geoId/1736139,n/a,n/a
Little Mackinaw,geoId/1717944017,n/a,n/a
Mackinaw,wikidataId/Q2672222,n/a,769
Mackinaw,geoId/1717945792,n/a,1643
Mackinaw Township,geoId/1745792,n/a,n/a
Malone,geoId/1717946266,n/a,n/a
Marquette Heights,geoId/1747111,n/a,n/a
Minier,wikidataId/Q2391104,n/a,489
Morton,geoId/1750621,n/a,7170
Morton Township,geoId/1750634,n/a,n/a
North Pekin,wikidataId/Q2672376,n/a,562
Pekin,geoId/1758447,n/a,12400
Pekin Township,geoId/1758460,n/a,n/a
Sand Prairie,geoId/1717967483,n/a,n/a
South Pekin,wikidataId/Q2671677,n/a,374
Spring Lake,geoId/1717972130,n/a,n/a
Tremont,wikidataId/Q579320,n/a,877
Tremont,geoId/1717975978,n/a,953
Tremont Township,geoId/1775978,n/a,n/a
Washington,geoId/1779033,n/a,9783
Washington Township,geoId/1779046,n/a,n/a
Beaver Creek,geoId/3004575,n/a,n/a
Gildford,geoId/3030700,n/a,340
Havre,geoId/3035050,n/a,4912
Havre North,geoId/3035125,n/a,281
Rocky Boy West,geoId/3063928,n/a,n/a
Rocky Boy's Agency,geoId/3063900,n/a,120
Rocky Boy's CCD,geoId/3004192814,n/a,681
Rudyard,geoId/3064900,n/a,173
Buckeye,geoId/1717709226,n/a,n/a
Cedarville,wikidataId/Q2671185,n/a,263
Dakota,geoId/1718342,n/a,n/a
Dakota,geoId/1717718355,n/a,300
Dakota Township,geoId/1718355,n/a,n/a
Erin,geoId/1717724413,n/a,n/a
Florence,geoId/1717726506,n/a,n/a
Freeport,geoId/1727884,n/a,10969
Freeport Township,geoId/1727897,n/a,n/a
Harlem,geoId/1717732902,n/a,n/a
Jefferson,geoId/1717738284,n/a,n/a
Kent,geoId/1717739610,n/a,n/a
Lancaster,geoId/1717741885,n/a,n/a
Loran,geoId/1717744758,n/a,n/a
Oneco,geoId/1717756120,n/a,n/a
Ridott,geoId/1764044,n/a,652
Ridott Township,geoId/1764057,n/a,n/a
Rock City,geoId/1764837,n/a,n/a
Rock Grove,geoId/1717765065,n/a,549
Rock Grove Township,geoId/1765065,n/a,n/a
Rock Run,geoId/1717765143,n/a,837
Rock Run Township,geoId/1765143,n/a,n/a
Silver Creek,geoId/1717769953,n/a,n/a
Waddams,geoId/1717778318,n/a,n/a
West Point,geoId/1717780788,n/a,n/a
Winslow,geoId/1782543,n/a,216
Winslow Township,geoId/1782556,n/a,n/a
Boulder,geoId/3008575,n/a,2949
Whitehall,geoId/3079900,n/a,1495
Bethel,geoId/3902306054,n/a,n/a
German,geoId/3902329862,n/a,n/a
Green,geoId/3902331703,n/a,1036
Green Township,geoId/3931703,n/a,n/a
Harmony,geoId/3902333586,n/a,n/a
Mad River,geoId/3902346788,n/a,n/a
Madison,geoId/3902346354,n/a,n/a
Moorefield,geoId/3902351912,n/a,n/a
Northridge,geoId/3956938,n/a,n/a
Pike,geoId/3902362610,n/a,n/a
Pleasant,geoId/3902363226,n/a,n/a
South Charleston,geoId/3973124,n/a,209
Springfield,geoId/3974118,n/a,4682
Springfield,geoId/3902374118,n/a,24357
Springfield Township,geoId/3974119,n/a,n/a
Geyser,geoId/3030550,n/a,197
Hobson,geoId/3036700,n/a,374
Stanford,geoId/3070675,n/a,352
Batavia,geoId/3904150,n/a,9053
Batavia Township,geoId/3904157,n/a,n/a
Franklin,geoId/3902528224,n/a,n/a
Goshen,geoId/3930996,n/a,5785
Goshen Township,geoId/3931010,n/a,n/a
Jackson,geoId/3902537716,n/a,n/a
Loveland,geoId/3945108,n/a,835
Miami,geoId/3902549322,n/a,n/a
Milford,geoId/3950176,n/a,3172
Monroe,geoId/3902551338,n/a,n/a
Mount Carmel,geoId/3952612,n/a,1647
Ohio,geoId/3902557960,n/a,n/a
Pierce,geoId/3902562540,n/a,n/a
Stonelick,geoId/3902574825,n/a,n/a
Tate,geoId/3902576155,n/a,n/a
Union,geoId/3902578288,n/a,n/a
Washington,geoId/3902581130,n/a,n/a
Wayne,geoId/3902582110,n/a,n/a
Williamsburg,wikidataId/Q2031259,n/a,967
Williamsburg,geoId/3902585302,n/a,2107
Williamsburg Township,geoId/3985302,n/a,n/a
Woods Bay,geoId/3081700,n/a,1414
Bazine,geoId/2004775,n/a,166
Bazine Township,geoId/2004800,n/a,n/a
Center,geoId/2013511925,n/a,n/a
Eden,geoId/2013519775,n/a,n/a
Forrester,geoId/2013523875,n/a,n/a
Franklin,geoId/2013524475,n/a,n/a
Highpoint,geoId/2013532100,n/a,n/a
Johnson,geoId/2013535550,n/a,n/a
Nevada,geoId/2013550125,n/a,n/a
Ohio,geoId/2013552400,n/a,n/a
Waring,geoId/2013575400,n/a,n/a
"District 1, Dixon",geoId/2403590068,n/a,1656
"District 3, Centreville",geoId/2403590252,n/a,3028
"District 4, Kent Island",geoId/2403590344,n/a,7184
"District 5, Queenstown",geoId/2403590436,n/a,3390
"District 6, Ruthsburg",geoId/2403590528,n/a,880
"District 7, Crumpton",geoId/2403590620,n/a,1088
"District 1, St. Inigoes",geoId/2403790072,n/a,2611
"District 3, Leonardtown",geoId/2403790256,n/a,6289
"District 4, Chaptico",geoId/2403790348,n/a,3477
"District 5, Mechanicsville",geoId/2403790440,n/a,4069
"District 6, Patuxent",geoId/2403790532,n/a,4408
"District 7, Milestown",geoId/2403790624,n/a,1279
"District 8, Bay",geoId/2403790716,n/a,16010
"District 9, St. George Island",geoId/2403790808,n/a,119
St. George Island,geoId/2469425,n/a,n/a
Tall Timbers,geoId/2476675,n/a,n/a
Alta Vista,wikidataId/Q67181004,n/a,n/a
Ashton-Sandy Spring,geoId/2402762,n/a,n/a
Aspen Hill,geoId/2402825,n/a,n/a
Cabin John,geoId/2412075,n/a,n/a
Chevy Chase,geoId/2416620,n/a,3678
Chevy Chase,wikidataId/Q754478,n/a,n/a
Chevy Chase Section Five,geoId/2416720,n/a,216
Chevy Chase Section Three,geoId/2416730,n/a,250
Chevy Chase View,geoId/2416775,n/a,316
Chevy Chase Village,geoId/2416787,n/a,663
District 1,geoId/2403190060,n/a,13176
District 11,geoId/2403190976,n/a,795
District 12,geoId/2403191068,n/a,6387
District 13,geoId/2403191160,n/a,96512
District 2,geoId/2403190152,n/a,19332
District 3,geoId/2403190244,n/a,2155
District 4,geoId/2403190336,n/a,50100
District 5,geoId/2403190428,n/a,37690
District 6,geoId/2403190520,n/a,16948
District 7,geoId/2403190612,n/a,40073
District 8,geoId/2403190704,n/a,16310
District 9,geoId/2403190796,n/a,63698
Forest Glen,geoId/2428640,n/a,n/a
Glen Echo,geoId/2432900,n/a,n/a
Glenmont,geoId/2433250,n/a,n/a
Glenmont Village,wikidataId/Q61905525,n/a,n/a
Leisure World,wikidataId/Q35714806,n/a,5897
Montgomery County Public Schools,geoId/sch2400480,n/a,11626
North Bethesda,geoId/2456337,n/a,n/a
North Chevy Chase,geoId/2456400,n/a,202
North Kensington,geoId/2456712,n/a,3472
North Potomac,geoId/2456875,n/a,7967
Woodside,wikidataId/Q8033324,n/a,n/a
"District 1, Vansville",geoId/2403390064,n/a,22428
"District 11, Brandywine",geoId/2403390980,n/a,5901
"District 12, Oxon Hill",geoId/2403391072,n/a,25408
"District 13, Kent",geoId/2403391164,n/a,27128
"District 14, Bowie",geoId/2403391256,n/a,12707
"District 15, Mellwood",geoId/2403391348,n/a,9970
"District 16, Hyattsville",geoId/2403391440,n/a,5323
"District 17, Chillum",geoId/2403391532,n/a,25176
"District 18, Seat Pleasant",geoId/2403391624,n/a,12516
"District 19, Riverdale",geoId/2403391716,n/a,5475
"District 2, Bladensburg",geoId/2403390156,n/a,14174
"District 20, Lanham",geoId/2403391808,n/a,13447
"District 21, Berwyn",geoId/2403391900,n/a,22673
"District 3, Marlboro",geoId/2403390248,n/a,8226
"District 4, Nottingham",geoId/2403390340,n/a,947
"District 5, Piscataway",geoId/2403390432,n/a,13448
"District 6, Spauldings",geoId/2403390524,n/a,36122
"District 7, Queen Anne",geoId/2403390616,n/a,23053
"District 8, Aquasco",geoId/2403390708,n/a,698
"District 9, Surratts",geoId/2403390800,n/a,14867
District Heights,geoId/2423025,n/a,1931
Landover,geoId/2445325,n/a,476
Marlboro Meadows,geoId/2450680,n/a,3386
Oxon Hill,geoId/2459500,n/a,n/a
Suitland,geoId/2475725,n/a,n/a
Berea,geoId/2105842,n/a,9013
Kirksville,wikidataId/Q6415833,n/a,1030
Richmond,geoId/2165226,n/a,16718
"District 1, West Princess Anne",geoId/2403990076,n/a,78
"District 11, Dames Quarter",geoId/2403990992,n/a,45
"District 12, Asbury",geoId/2403991084,n/a,364
"District 13, Westover",geoId/2403991176,n/a,376
"District 14, Deal Island",geoId/2403991268,n/a,211
"District 15, East Princess Anne",geoId/2403991360,n/a,1501
"District 2, St. Peters",geoId/2403990168,n/a,212
"District 3, Brinkleys",geoId/2403990260,n/a,554
"District 4, Dublin",geoId/2403990352,n/a,402
"District 5, Mount Vernon",geoId/2403990444,n/a,433
"District 6, Fairmount",geoId/2403990536,n/a,197
"District 7, Crisfield",geoId/2403990628,n/a,1104
"District 8, Lawsons",geoId/2403990720,n/a,883
"District 9, Tangier",geoId/2403990812,n/a,180
Fredericksburg,geoId/5129744,n/a,10582
District 1,geoId/5102191210,n/a,700
District 3,geoId/5102191510,n/a,462
District 4,geoId/5102191660,n/a,658
Royalton,wikidataId/Q7375119,n/a,790
Salyersville,geoId/2168232,n/a,3615
Tilden,geoId/4872992,n/a,223
Point Hope,geoId/0261630,n/a,56
Prudhoe Bay,geoId/0264380,n/a,n/a
Utqiagvik,geoId/0205200,n/a,1345
District 1,geoId/2801590072,n/a,830
District 3,geoId/2801591548,n/a,770
District 4,geoId/2801592286,n/a,522
District 5,geoId/2801593024,n/a,575
District 1,geoId/2801390063,n/a,1068
District 3,geoId/2801391539,n/a,1186
District 4,geoId/2801392277,n/a,1202
District 5,geoId/2801393015,n/a,1194
Slate Spring,wikidataId/Q49367904,n/a,n/a
Slate Springs,geoId/2868320,n/a,38
Diomede,geoId/0219060,n/a,n/a
Nome,geoId/0254920,n/a,2875
District 1,geoId/2801190054,n/a,3014
District 3,geoId/2801191530,n/a,2074
District 4,geoId/2801192268,n/a,2507
District 5,geoId/2801193006,n/a,2897
San Antonio,wikidataId/Q7413293,n/a,n/a
San Vicente,wikidataId/Q7415357,n/a,n/a
District 1,geoId/2801990090,n/a,730
District 3,geoId/2801991566,n/a,576
District 4,geoId/2801992304,n/a,515
District 5,geoId/2801993042,n/a,745
Athens,geoId/4804504,n/a,8476
"New Hope, Henderson County, Texas",wikidataId/Q22076545,n/a,n/a
Canadian,geoId/4812412,n/a,1122
Canadian South CCD,geoId/4821190615,n/a,201
Blum,geoId/4809004,n/a,1708
Hillsboro,geoId/4834088,n/a,4536
Itasca,geoId/4837084,n/a,1364
Whitney,geoId/4878664,n/a,3634
Alton,geoId/4802212,n/a,n/a
Edinburg,geoId/4822660,n/a,47497
Hargill,geoId/4832300,n/a,369
La Blanca,geoId/4839988,n/a,3126
La Joya,geoId/4840384,n/a,1209
La Villa,geoId/4841788,n/a,676
Midway North,geoId/4848272,n/a,611
Mission,geoId/4848768,n/a,46525
Murillo,geoId/4850092,n/a,n/a
Palmview,geoId/4854804,n/a,1734
Penitas,geoId/4856696,n/a,n/a
Progreso,geoId/4859636,n/a,95
San Carlos,geoId/4865048,9.4,9644
San Manuel-Linn,wikidataId/Q972694,n/a,n/a
Sullivan City,geoId/4870868,n/a,9944
Anton,geoId/4803540,n/a,503
Levelland,geoId/4842448,n/a,n/a
Levelland CCD,geoId/4821992180,n/a,6435
Ropesville,geoId/4863140,n/a,511
Sundown,geoId/4871060,n/a,497
Allens Grove,geoId/1916390048,n/a,n/a
Blue Grass,geoId/1907075,n/a,1448
Blue Grass Township,geoId/1990282,n/a,n/a
Buffalo,geoId/1909235,n/a,2159
Buffalo Township,geoId/1990393,n/a,n/a
Butler,geoId/1916390429,n/a,n/a
Cleona,geoId/1916390726,n/a,n/a
Davenport,geoId/1919000,n/a,40273
Hickory Grove,geoId/1916391923,n/a,n/a
Le Claire,geoId/1944085,n/a,2174
Le Claire Township,geoId/1992391,n/a,n/a
Liberty,geoId/1916392490,n/a,n/a
Lincoln,geoId/1916392607,n/a,n/a
Pleasant Valley,geoId/1916393420,n/a,n/a
Princeton,geoId/1964740,n/a,607
Princeton Township,geoId/1993510,n/a,n/a
Sheridan,geoId/1916393849,n/a,n/a
Winfield,geoId/1916394764,n/a,n/a
Fitzgerald,geoId/1329528,n/a,5966
Gay,geoId/1332384,n/a,974
Greenville,geoId/1335016,n/a,1101
Luthersville,geoId/1348008,n/a,1762
Manchester,geoId/1349532,n/a,2155
Warm Springs,geoId/1380480,n/a,1365
Woodbury,geoId/1383896,n/a,794
Claremont,geoId/5116880,n/a,581
Dendron,geoId/5122160,n/a,604
Scotland,geoId/5170715,n/a,n/a
Surry,geoId/5176880,n/a,573
Byromville,geoId/1312232,n/a,727
Unadilla,geoId/1378156,n/a,1575
Vienna,geoId/1379444,n/a,2559
Winston,wikidataId/Q14686961,n/a,4420
Blakely,geoId/1308536,n/a,2719
Damascus,geoId/1321436,n/a,507
Jakin,geoId/1341792,n/a,856
Calahaln,geoId/3705990472,n/a,n/a
Clarksville,geoId/3705990668,n/a,n/a
Farmington,geoId/3705991080,n/a,n/a
Fulton,geoId/3705991192,n/a,n/a
Jerusalem,geoId/3705991660,n/a,n/a
Mocksville,geoId/3743720,n/a,n/a
Mocksville,geoId/3705992100,n/a,3757
Mocksville Township,wikidataId/Q6030327,n/a,n/a
Shady Grove,geoId/3705992896,n/a,n/a
Donalsonville,geoId/1313368,n/a,982
Donalsonville CCD,geoId/1325390966,n/a,2434
Hiltonia,geoId/1338920,n/a,475
Newington,geoId/1354992,n/a,911
Rocky Ford,geoId/1366444,n/a,634
Sylvania,geoId/1375160,n/a,3114
Portsmouth,geoId/5164000,n/a,36471
Toccoa,geoId/1376756,n/a,4755
Griffin,geoId/1335324,n/a,13024
Orchard Hill,geoId/1358296,n/a,2056
Sunny Side,geoId/1374572,n/a,2199
Lumpkin,geoId/1347980,n/a,353
Richland,geoId/1365016,n/a,827
Haines,geoId/0231050,n/a,1026
Lutak,geoId/0245700,n/a,n/a
Ann Arbor,geoId/2603000,n/a,47791
Ann Arbor Charter Township,geoId/2603020,n/a,n/a
Ann Arbor charter,geoId/2616103020,n/a,1868
Augusta Charter Township,geoId/2604180,n/a,2490
Bridgewater,geoId/2616110560,n/a,n/a
Chelsea,geoId/2615020,n/a,2215
Dexter,geoId/2622160,n/a,2257
Dexter Township,geoId/2622180,n/a,n/a
Freedom,geoId/2616130520,n/a,n/a
Lima,geoId/2616147460,n/a,n/a
Lodi,geoId/2616149120,n/a,n/a
Lyndon,geoId/2616149780,n/a,n/a
Manchester,geoId/2650660,n/a,1969
Manchester Township,geoId/2650680,n/a,n/a
Milan,geoId/2653920,n/a,1393
Northfield,geoId/2616158280,n/a,n/a
Pittsfield Charter Township,geoId/2664560,n/a,14389
Salem,geoId/2616171130,n/a,n/a
Saline,geoId/2671140,n/a,3775
Saline,geoId/2616171160,n/a,890
Saline Township,geoId/2671160,n/a,n/a
Scio,geoId/2616171940,n/a,n/a
Sharon,geoId/2616172760,n/a,n/a
Superior Township,geoId/2677560,n/a,5111
Sylvan,geoId/2616177800,n/a,n/a
Webster,geoId/2616185100,n/a,n/a
York Charter Township,geoId/2689100,n/a,2512
Ypsilanti,geoId/2689140,n/a,7784
Ypsilanti Township,geoId/2689160,5,n/a
Ypsilanti charter,geoId/2616189160,n/a,22113
Boca Grande,wikidataId/Q4936090,n/a,238
Bonita Springs,geoId/1207525,n/a,46402
Cape Coral,geoId/1210275,n/a,71919
Estero,geoId/1221150,n/a,4628
Fort Myers,geoId/1224125,n/a,3609
Fort Myers CCD,geoId/1207191131,n/a,67178
Fort Myers Shores,geoId/1224175,n/a,2286
Fort Myers Shores CCD,geoId/1207191144,n/a,5734
Lehigh Acres,geoId/1239925,n/a,51384
Matlacha,geoId/1243475,n/a,125
North Fort Myers,geoId/1249350,n/a,16970
Pine Island CCD,geoId/1207192743,n/a,776
Pine Manor,geoId/1257025,n/a,1437
Sanibel,geoId/1263700,n/a,3727
Allen Park,geoId/2601380,n/a,10819
Belleville,geoId/2607020,n/a,1769
Brownstown Charter Township,geoId/2611220,n/a,11389
Dearborn,geoId/2621000,n/a,30897
Dearborn Heights,geoId/2621020,4.3,20428
Dearborn Heights,geoId/2616321020,n/a,20428
Detroit,geoId/2622000,n/a,260383
Ecorse,geoId/2624740,n/a,3499
Flat Rock,geoId/2628360,n/a,3623
Garden City,geoId/2631420,n/a,10681
Gibraltar,geoId/2632020,n/a,1769
Grosse Ile,wikidataId/Q33440203,n/a,4157
Grosse Ile Township,geoId/2635420,n/a,n/a
Grosse Pointe,geoId/2635480,n/a,2150
Grosse Pointe,geoId/2616335480,n/a,2150
Grosse Pointe Farms,geoId/2635520,n/a,3323
Grosse Pointe Farms,geoId/2616335520,n/a,3323
Grosse Pointe Park,geoId/2635540,n/a,4304
Grosse Pointe Park,geoId/2616335540,n/a,4304
Grosse Pointe Woods,geoId/2635580,n/a,6032
Grosse Pointe Woods,geoId/2616335580,n/a,6032
Hamtramck,geoId/2636280,n/a,6120
Harper Woods,geoId/2636700,n/a,5339
Highland Park,geoId/2638180,n/a,4619
Huron Charter Township,geoId/2640040,n/a,5782
Inkster,geoId/2640680,n/a,9130
Lincoln Park,geoId/2647800,n/a,14265
Livonia,geoId/2649000,n/a,37107
Melvindale,geoId/2652940,n/a,3734
Northville,geoId/2658980,n/a,11168
Northville,geoId/2616358980,n/a,1152
Northville Charter Township,geoId/2659000,1.7,n/a
Plymouth,geoId/2665060,n/a,4270
Plymouth Charter Township,geoId/2665080,2.1,n/a
Plymouth charter,geoId/2616365080,n/a,10877
Redford,geoId/2667625,n/a,n/a
Redford charter,geoId/2616367625,n/a,18094
River Rouge,geoId/2668760,n/a,2870
Riverview,geoId/2668880,n/a,5145
Rockwood,geoId/2669180,n/a,1373
Romulus,geoId/2669420,n/a,8533
Southgate,geoId/2674960,n/a,12692
Sumpter,geoId/2616377360,n/a,n/a
Taylor,geoId/2679000,n/a,23706
Trenton,geoId/2680420,n/a,7860
Van Buren Charter Township,geoId/2681660,n/a,11382
Village of Grosse Pointe Shores,geoId/2682453,n/a,1124
Wayne,geoId/2684940,n/a,6675
Westland,geoId/2686000,n/a,35144
Woodhaven,geoId/2688380,n/a,5251
Wyandotte,geoId/2688900,n/a,11166
Buena Vista,geoId/1311728,n/a,1588
Antioch,geoId/2616503060,n/a,n/a
Boon,geoId/2609560,n/a,n/a
Boon,geoId/2616509580,n/a,257
Boon Township,geoId/2609580,n/a,n/a
Cadillac,geoId/2612320,n/a,4403
Cedar Creek,geoId/2616514120,n/a,n/a
Cherry Grove,geoId/2616515060,n/a,n/a
Clam Lake,geoId/2616515860,n/a,n/a
Colfax,geoId/2616517200,n/a,n/a
Greenwood,geoId/2616535240,n/a,n/a
Hanover,geoId/2616536420,n/a,n/a
Haring,geoId/2636590,n/a,n/a
Haring charter,geoId/2616536600,n/a,1231
Henderson,geoId/2616537640,n/a,n/a
Liberty,geoId/2616547380,n/a,n/a
Manton,geoId/2650880,n/a,495
Selma,geoId/2616572380,n/a,n/a
Slagle,geoId/2616574220,n/a,n/a
South Branch,geoId/2616574820,n/a,n/a
Springville,geoId/2616575940,n/a,n/a
Wexford,geoId/2616586500,n/a,n/a
Cedar Key,geoId/1211225,n/a,2696
Chiefland,geoId/1211925,n/a,5046
East Bronson,geoId/1219025,n/a,276
Williston,geoId/1277825,n/a,799
Buffalo,geoId/1901990384,n/a,n/a
Byron,geoId/1901990432,n/a,n/a
Cono,geoId/1901990816,n/a,n/a
Fairbank,geoId/1926355,n/a,534
Fairbank Township,geoId/1991266,n/a,n/a
Fremont,geoId/1901991461,n/a,n/a
Hazleton,geoId/1935580,n/a,539
Hazleton Township,geoId/1991902,n/a,n/a
Homer,geoId/1901991977,n/a,n/a
Jefferson,geoId/1901992208,n/a,n/a
Liberty,geoId/1901992439,n/a,n/a
Madison,geoId/1901992751,n/a,n/a
Middlefield,geoId/1901992919,n/a,n/a
Newton,geoId/1901993096,n/a,n/a
Perry,geoId/1901993294,n/a,n/a
Sumner,geoId/1901994047,n/a,n/a
Washington,geoId/1901994458,n/a,n/a
Westburg,geoId/1901994656,n/a,n/a
District 1,geoId/2812390558,n/a,2116
District 3,geoId/2812392034,n/a,2249
District 4,geoId/2812392772,n/a,1987
District 5,geoId/2812393510,n/a,1967
Hillsboro,geoId/2832460,n/a,n/a
Greenville,geoId/1227575,n/a,1311
Madison,geoId/1242425,n/a,5371
Cleary,geoId/2814140,n/a,n/a
District 1,geoId/2812190549,n/a,13844
District 3,geoId/2812192025,n/a,10082
District 4,geoId/2812192763,n/a,11320
District 5,geoId/2812193501,n/a,10511
Barclay,geoId/1901390126,n/a,n/a
Bennington,geoId/1901390198,n/a,n/a
Big Creek,geoId/1901390234,n/a,n/a
Black Hawk,geoId/1901390246,n/a,n/a
Cedar,geoId/1901390525,2.6,15144
Cedar Falls,geoId/1901390576,n/a,81
Cedar Falls,geoId/1901390575,n/a,15144
Cedar Falls Township,geoId/1990576,n/a,n/a
Cedar Township,geoId/1990525,n/a,n/a
Eagle,geoId/1901391092,n/a,n/a
Eagle Township,geoId/1991092,n/a,n/a
East Waterloo,geoId/1901391128,n/a,n/a
Evansdale,geoId/1925995,n/a,1977
Fox,geoId/1901391374,n/a,n/a
Lester,geoId/1901392427,n/a,n/a
Lincoln,geoId/1901392526,n/a,n/a
Mount Vernon,geoId/1901393039,n/a,n/a
Orange,geoId/1901393186,n/a,n/a
Poyner,geoId/1901393477,n/a,n/a
Spring Creek,geoId/1901393966,n/a,n/a
Union,geoId/1901394173,n/a,n/a
Washington,geoId/1901394452,n/a,n/a
Waterloo,geoId/1982425,n/a,28550
Belle Plaine,geoId/1905590,n/a,1055
Benton,geoId/1901190201,n/a,n/a
Big Grove,geoId/1901190237,n/a,n/a
Bruce,geoId/1901190363,n/a,n/a
Canton,geoId/1901190465,n/a,n/a
Cedar,geoId/1901190522,n/a,n/a
Eden,geoId/1901191131,n/a,n/a
